Player_Name,Salary,Team,Pos,Opp,Proj_FP
Dallas Cowboys,2400.00,DAL,DST,CIN,9.04
Matt Ryan,5700.00,ATL,QB,LAC,20.44
Duke Johnson,4800.00,HOU,RB,CHI,17.1
Jalen Hurts,5100.00,PHI,QB,NOS,17.89
Teddy Bridgewater,5800.00,CAR,QB,DEN,20.08
Mitchell Trubisky,5600.00,CHI,QB,HOU,19.27
Jordan Akins,2900.00,HOU,TE,CHI,9.9
Nick Mullens,5100.00,SFO,QB,WAS,17.3
Drew Lock,5100.00,DEN,QB,CAR,17.14
Philadelphia Eagles,2200.00,PHI,DST,NOS,7.38
Andy Dalton,5500.00,DAL,QB,CIN,18.33
Tua Tagovailoa,5400.00,MIA,QB,KCC,17.89
Philip Rivers,5900.00,IND,QB,LVR,19.37
Mike Glennon,5100.00,JAC,QB,TEN,16.7
Matthew Stafford,5700.00,DET,QB,GBP,18.57
Derek Carr,6000.00,LVR,QB,IND,19.49
Curtis Samuel,5200.00,CAR,WR,DEN,16.83
Patrick Mahomes,8100.00,KCC,QB,MIA,26.11
Brandon Allen,4900.00,CIN,QB,DAL,15.79
Daniel Jones,5500.00,NYG,QB,ARI,17.64
Taysom Hill,6600.00,NOS,QB,PHI,21.1
Ryan Tannehill,6700.00,TEN,QB,JAC,21.34
Russell Wilson,7900.00,SEA,QB,NYJ,25.03
Braxton Berrios,3000.00,NYJ,WR,SEA,9.32
Arizona Cardinals,2700.00,ARI,DST,NYG,8.4
Justin Herbert,6800.00,LAC,QB,ATL,21.12
Kyler Murray,7200.00,ARI,QB,NYG,22.22
San Francisco 49ers,2700.00,SFO,DST,WAS,8.32
Aaron Rodgers,7500.00,GBP,QB,DET,22.99
Breshad Perriman,3900.00,NYJ,WR,SEA,11.97
Tom Brady,6900.00,TBB,QB,MIN,21.07
DeAndre Washington,4000.00,MIA,RB,KCC,12.11
A.J. Green,3000.00,CIN,WR,DAL,9.08
Sam Darnold,5100.00,NYJ,QB,SEA,15.45
Jeff Smith,3000.00,NYJ,WR,SEA,9.03
Kirk Cousins,6200.00,MIN,QB,TBB,18.65
Seattle Seahawks,3000.00,SEA,DST,NYJ,9.04
Russell Gage,4500.00,ATL,WR,LAC,13.38
Houston Texans,2600.00,HOU,DST,CHI,7.57
Alex Smith,5200.00,WAS,QB,SFO,15.11
Deshaun Watson,7600.00,HOU,QB,CHI,22.15
J.D. McKissic,4900.00,WAS,RB,SFO,14.24
Robby Anderson,6200.00,CAR,WR,DEN,18.01
Tennessee Titans,3100.00,TEN,DST,JAC,8.84
Chad Hansen,3900.00,HOU,WR,CHI,11.09
New York Giants,2600.00,NYG,DST,ARI,7.35
Denver Broncos,2500.00,DEN,DST,CAR,7.03
Tim Patrick,4200.00,DEN,WR,CAR,11.7
Austin Ekeler,7000.00,LAC,RB,ATL,19.31
Logan Thomas,3300.00,WAS,TE,SFO,9.12
Tee Higgins,4800.00,CIN,WR,DAL,13.22
Keke Coutee,5000.00,HOU,WR,CHI,13.72
Hayden Hurst,3700.00,ATL,TE,LAC,10.15
Cincinnati Bengals,2300.00,CIN,DST,DAL,6.28
Darnell Mooney,3500.00,CHI,WR,HOU,9.57
Zach Pascal,3300.00,IND,WR,LVR,8.98
Tampa Bay Buccaneers,2900.00,TBB,DST,MIN,7.88
Indianapolis Colts,3200.00,IND,DST,LVR,8.69
Carolina Panthers,2900.00,CAR,DST,DEN,7.86
David Montgomery,6500.00,CHI,RB,HOU,17.61
Marvin Jones,5800.00,DET,WR,GBP,15.71
Christian Blake,3000.00,ATL,WR,LAC,8.11
Tyler Boyd,4900.00,CIN,WR,DAL,13.21
Giovani Bernard,5000.00,CIN,RB,DAL,13.47
CeeDee Lamb,4800.00,DAL,WR,CIN,12.85
Adam Thielen,7000.00,MIN,WR,TBB,18.69
Calvin Ridley,7500.00,ATL,WR,LAC,19.97
KJ Hamler,3000.00,DEN,WR,CAR,7.97
New Orleans Saints,3800.00,NOS,DST,PHI,10.04
T.J. Hockenson,5000.00,DET,TE,GBP,13.19
Noah Fant,4100.00,DEN,TE,CAR,10.83
Robert Tonyan,4200.00,GBP,TE,DET,11.03
Atlanta Falcons,2400.00,ATL,DST,LAC,6.3
Mike Davis,6400.00,CAR,RB,DEN,16.86
