Player_Name,Salary,Team,Pos,Opp,Proj_FP
Las Vegas Raiders,2300.00,LVR,DST,ATL,13.22
Robert Griffin III,4100.00,BAL,QB,PIT,18.09
Derek Carr,5700.00,LVR,QB,ATL,20.71
Carson Wentz,5600.00,PHI,QB,SEA,19.99
Baker Mayfield,5300.00,CLE,QB,JAC,18.41
Matt Ryan,5900.00,ATL,QB,LVR,20.41
Daniel Jones,5500.00,NYG,QB,CIN,18.83
Josh Allen,7600.00,BUF,QB,LAC,25.86
Jakeem Grant,3700.00,MIA,WR,NYJ,12.49
Tua Tagovailoa,5900.00,MIA,QB,NYJ,19.8
Taysom Hill,6200.00,NOS,QB,DEN,20.68
Brandon Allen,4800.00,CIN,QB,NYG,15.98
Jared Goff,6000.00,LAR,QB,SFO,19.63
Andy Isabella,3000.00,ARI,WR,NEP,9.66
Cam Newton,6400.00,NEP,QB,ARI,20.51
Russell Wilson,7500.00,SEA,QB,PHI,23.93
Andy Dalton,5600.00,DAL,QB,WAS,17.79
Alex Smith,5400.00,WAS,QB,DAL,17.12
Aaron Rodgers,6700.00,GBP,QB,CHI,21.25
Mike Glennon,4600.00,JAC,QB,CLE,14.58
Philip Rivers,6100.00,IND,QB,TEN,19.05
Ryan Tannehill,5800.00,TEN,QB,IND,18.01
Cleveland Browns,3100.00,CLE,DST,JAC,9.58
New York Giants,3200.00,NYG,DST,CIN,9.86
Mitchell Trubisky,5100.00,CHI,QB,GBP,15.57
Sam Darnold,5100.00,NYJ,QB,MIA,15.48
Tom Brady,6600.00,TBB,QB,KCC,19.99
Kirk Cousins,6100.00,MIN,QB,CAR,18.51
Drew Lock,5100.00,DEN,QB,NOS,15.42
Justin Jefferson,6300.00,MIN,WR,CAR,18.99
N'Keal Harry,3400.00,NEP,WR,ARI,10.13
Teddy Bridgewater,6300.00,CAR,QB,MIN,18.78
Nick Mullens,5200.00,SFO,QB,LAR,15.5
Kyler Murray,8200.00,ARI,QB,NEP,23.87
Justin Herbert,7200.00,LAC,QB,BUF,20.8
Cincinnati Bengals,2500.00,CIN,DST,NYG,7.18
New York Jets,2100.00,NYJ,DST,MIA,6.02
Patrick Mahomes,8000.00,KCC,QB,TBB,22.89
Austin Hooper,3800.00,CLE,TE,JAC,10.84
Anthony Miller,3000.00,CHI,WR,GBP,8.54
